Product,Quantity Ordered,Price Each,Order Date,Purchase Address
27in FHD Monitor,1,149.99,8/17/2019 20:21, San Francisco
27in FHD Monitor,1,149.99,8/13/2019 23:05, New York City
Bose SoundSport Headphones,1,99.99,8/18/2019 17:57, Atlanta
27in 4K Gaming Monitor,1,389.99,8/14/2019 21:35, New York City
27in FHD Monitor,1,149.99,8/6/2019 19:43, Boston
AAA Batteries (4-pack),1,2.99,8/6/2019 13:51, Atlanta
34in Ultrawide Monitor,1,379.99,8/30/2019 20:31, New York City
AAA Batteries (4-pack),1,2.99,8/17/2019 14:30, Boston
Apple Airpods Headphones,1,150,8/6/2019 19:57, San Francisco
27in FHD Monitor,1,149.99,8/12/2019 19:01, Los Angeles
Lightning Charging Cable,1,14.95,8/21/2019 15:13, Portland
AA Batteries (4-pack),2,3.84,8/16/2019 23:59, Portland
USB-C Charging Cable,1,11.95,8/27/2019 12:02, New York City
Lightning Charging Cable,2,14.95,8/4/2019 23:21, Dallas
USB-C Charging Cable,1,11.95,8/1/2019 22:50, Atlanta
USB-C Charging Cable,1,11.95,8/1/2019 16:51, San Francisco
Apple Airpods Headphones,1,150,8/1/2019 15:28, Dallas
USB-C Charging Cable,1,11.95,8/19/2019 10:47, San Francisco
20in Monitor,1,109.99,8/1/2019 13:26, New York City
Apple Airpods Headphones,1,150,8/9/2019 7:29, Portland
USB-C Charging Cable,1,11.95,8/16/2019 10:29, Portland
Lightning Charging Cable,1,14.95,8/7/2019 19:34, Los Angeles
AA Batteries (4-pack),1,3.84,8/25/2019 18:01, Los Angeles
AAA Batteries (4-pack),1,2.99,8/27/2019 20:17, Portland
AAA Batteries (4-pack),1,2.99,8/10/2019 19:00, Seattle
27in 4K Gaming Monitor,1,389.99,8/7/2019 17:52, Boston
Lightning Charging Cable,1,14.95,8/27/2019 12:45, Los Angeles
27in 4K Gaming Monitor,1,389.99,8/2/2019 21:37, Atlanta
Lightning Charging Cable,1,14.95,8/13/2019 12:08, Los Angeles
Wired Headphones,1,11.99,8/16/2019 18:03, Austin
Bose SoundSport Headphones,1,99.99,8/11/2019 16:24, San Francisco
Wired Headphones,1,11.99,8/28/2019 18:07, Boston
AA Batteries (4-pack),1,3.84,8/10/2019 14:45, New York City
USB-C Charging Cable,1,11.95,8/20/2019 16:24, San Francisco
Bose SoundSport Headphones,1,99.99,8/28/2019 14:53, Austin
Wired Headphones,1,11.99,8/20/2019 15:13, New York City
AAA Batteries (4-pack),1,2.99,8/18/2019 13:53, New York City
Apple Airpods Headphones,1,150,8/7/2019 9:06, New York City
USB-C Charging Cable,1,11.95,8/29/2019 13:00, Seattle
Flatscreen TV,1,300,8/1/2019 10:46, San Francisco
USB-C Charging Cable,1,11.95,8/28/2019 19:48, Los Angeles
Macbook Pro Laptop,1,1700,8/30/2019 15:05, Los Angeles
Wired Headphones,1,11.99,8/12/2019 17:44, San Francisco
Apple Airpods Headphones,1,150,8/13/2019 13:33, Dallas
AA Batteries (4-pack),1,3.84,8/22/2019 23:28, Portland
20in Monitor,1,109.99,8/1/2019 22:04, San Francisco
AAA Batteries (4-pack),1,2.99,8/15/2019 13:29, San Francisco
USB-C Charging Cable,1,11.95,8/31/2019 8:43, New York City
AA Batteries (4-pack),1,3.84,8/3/2019 20:00, Portland
Lightning Charging Cable,1,14.95,8/12/2019 11:27, Atlanta
Flatscreen TV,1,300,8/15/2019 9:35, Portland
Wired Headphones,1,11.99,8/23/2019 15:35, San Francisco
Macbook Pro Laptop,1,1700,8/22/2019 14:02, Atlanta
AA Batteries (4-pack),1,3.84,8/7/2019 11:49, San Francisco
34in Ultrawide Monitor,1,379.99,8/18/2019 13:28, New York City
27in FHD Monitor,1,149.99,8/30/2019 17:06, Boston
Wired Headphones,1,11.99,8/5/2019 11:38, New York City
ThinkPad Laptop,1,999.99,8/18/2019 23:27, Portland
ThinkPad Laptop,1,999.99,8/10/2019 19:01, San Francisco
34in Ultrawide Monitor,1,379.99,8/27/2019 15:27, Boston
AA Batteries (4-pack),1,3.84,8/10/2019 14:45, Atlanta
Apple Airpods Headphones,1,150,8/9/2019 15:46, San Francisco
iPhone,1,700,8/2/2019 23:58, San Francisco
iPhone,1,700,8/23/2019 13:55, Atlanta
Apple Airpods Headphones,1,150,8/25/2019 10:34, New York City
AAA Batteries (4-pack),1,2.99,8/22/2019 17:44, Portland
USB-C Charging Cable,2,11.95,8/30/2019 9:14, Portland
Apple Airpods Headphones,1,150,8/28/2019 19:41, Seattle
Lightning Charging Cable,1,14.95,8/25/2019 20:07, Los Angeles
AAA Batteries (4-pack),1,2.99,8/18/2019 11:59, Portland
USB-C Charging Cable,1,11.95,8/2/2019 12:05, Seattle
USB-C Charging Cable,1,11.95,8/17/2019 16:48, San Francisco
Macbook Pro Laptop,1,1700,8/20/2019 14:49, Atlanta
Bose SoundSport Headphones,1,99.99,8/11/2019 19:31, San Francisco
Apple Airpods Headphones,1,150,8/22/2019 19:04, San Francisco
Lightning Charging Cable,1,14.95,8/18/2019 10:17, New York City
Wired Headphones,2,11.99,8/9/2019 3:48, San Francisco
AAA Batteries (4-pack),1,2.99,8/17/2019 10:26, Los Angeles
USB-C Charging Cable,1,11.95,8/20/2019 10:24, San Francisco
ThinkPad Laptop,1,999.99,8/24/2019 17:07, San Francisco
USB-C Charging Cable,1,11.95,8/11/2019 18:45, New York City
Wired Headphones,1,11.99,8/30/2019 19:11, San Francisco
AA Batteries (4-pack),1,3.84,8/30/2019 1:49, San Francisco
USB-C Charging Cable,1,11.95,8/5/2019 15:50, Los Angeles
AAA Batteries (4-pack),1,2.99,8/28/2019 21:15, Dallas
Vareebadd Phone,1,400,8/18/2019 11:04, Los Angeles
AAA Batteries (4-pack),2,2.99,8/4/2019 12:26, San Francisco
Bose SoundSport Headphones,1,99.99,8/12/2019 12:52, Los Angeles
27in 4K Gaming Monitor,1,389.99,8/28/2019 20:36, Los Angeles
Wired Headphones,1,11.99,8/18/2019 22:44, Los Angeles
AA Batteries (4-pack),1,3.84,8/15/2019 18:38, San Francisco
27in 4K Gaming Monitor,1,389.99,8/3/2019 14:41, San Francisco
Bose SoundSport Headphones,1,99.99,8/11/2019 21:39, San Francisco
AA Batteries (4-pack),2,3.84,8/1/2019 16:39, Boston
20in Monitor,1,109.99,8/20/2019 20:57, New York City
AAA Batteries (4-pack),1,2.99,8/24/2019 21:27, Los Angeles
Lightning Charging Cable,1,14.95,8/2/2019 18:48, Seattle
Wired Headphones,1,11.99,8/19/2019 16:27, Los Angeles
ThinkPad Laptop,1,999.99,8/17/2019 14:31, Boston
Bose SoundSport Headphones,1,99.99,8/21/2019 12:01, Boston
AAA Batteries (4-pack),1,2.99,8/21/2019 12:01, Boston
Bose SoundSport Headphones,1,99.99,8/16/2019 11:31, Los Angeles
AA Batteries (4-pack),1,3.84,8/28/2019 19:25, Atlanta
AAA Batteries (4-pack),4,2.99,8/28/2019 17:14, New York City
AA Batteries (4-pack),1,3.84,8/14/2019 10:12, San Francisco
AA Batteries (4-pack),2,3.84,8/9/2019 11:08, San Francisco
USB-C Charging Cable,1,11.95,8/31/2019 14:12, Los Angeles
Lightning Charging Cable,1,14.95,8/23/2019 16:47, Dallas
ThinkPad Laptop,1,999.99,8/5/2019 21:57, Los Angeles
Apple Airpods Headphones,1,150,8/8/2019 20:04, San Francisco
27in 4K Gaming Monitor,1,389.99,8/12/2019 18:29, San Francisco
Wired Headphones,1,11.99,8/14/2019 13:13, Atlanta
Lightning Charging Cable,1,14.95,8/12/2019 20:54, New York City
Bose SoundSport Headphones,1,99.99,8/28/2019 17:34, Los Angeles
27in FHD Monitor,1,149.99,8/24/2019 21:13, Portland
AAA Batteries (4-pack),1,2.99,8/5/2019 8:57, Dallas
AA Batteries (4-pack),2,3.84,8/12/2019 4:08, Portland
27in FHD Monitor,1,149.99,8/9/2019 2:18, Atlanta
Wired Headphones,1,11.99,8/12/2019 12:01, Los Angeles
iPhone,1,700,8/27/2019 17:31, Boston
AA Batteries (4-pack),1,3.84,8/9/2019 19:43, San Francisco
Apple Airpods Headphones,1,150,8/17/2019 15:17, San Francisco
Lightning Charging Cable,1,14.95,8/20/2019 8:44, Austin
Lightning Charging Cable,1,14.95,8/7/2019 12:04, Seattle
Bose SoundSport Headphones,1,99.99,8/7/2019 12:04, Seattle
AAA Batteries (4-pack),1,2.99,8/3/2019 14:00, Los Angeles
Macbook Pro Laptop,1,1700,8/26/2019 11:42, Dallas
Apple Airpods Headphones,1,150,8/27/2019 11:09, Boston
27in FHD Monitor,1,149.99,8/24/2019 21:55, New York City
Apple Airpods Headphones,1,150,8/22/2019 10:35, Dallas
Apple Airpods Headphones,1,150,8/23/2019 14:47, San Francisco
Lightning Charging Cable,1,14.95,8/24/2019 20:10, Austin
USB-C Charging Cable,1,11.95,8/12/2019 21:00, New York City
Wired Headphones,1,11.99,8/21/2019 22:50, Los Angeles
Bose SoundSport Headphones,1,99.99,8/26/2019 18:13, San Francisco
Google Phone,1,600,8/10/2019 10:55, San Francisco
Bose SoundSport Headphones,1,99.99,8/10/2019 10:55, San Francisco
34in Ultrawide Monitor,1,379.99,8/13/2019 21:56, Portland
USB-C Charging Cable,1,11.95,8/14/2019 21:08, Austin
Flatscreen TV,1,300,8/25/2019 19:13, Dallas
iPhone,1,700,8/17/2019 16:34, Dallas
ThinkPad Laptop,1,999.99,8/9/2019 23:40, Seattle
27in 4K Gaming Monitor,1,389.99,8/5/2019 19:01, San Francisco
AA Batteries (4-pack),1,3.84,8/13/2019 15:06, Dallas
Wired Headphones,1,11.99,8/15/2019 17:14, Dallas
AAA Batteries (4-pack),4,2.99,8/15/2019 18:58, San Francisco
USB-C Charging Cable,1,11.95,8/15/2019 22:52, Los Angeles
Apple Airpods Headphones,1,150,8/15/2019 22:52, Los Angeles
iPhone,1,700,8/4/2019 23:26, Los Angeles
34in Ultrawide Monitor,1,379.99,8/26/2019 10:40, Los Angeles
Macbook Pro Laptop,1,1700,8/24/2019 18:13, New York City
AAA Batteries (4-pack),1,2.99,8/7/2019 9:31, Austin
Wired Headphones,1,11.99,8/7/2019 20:49, Atlanta
USB-C Charging Cable,1,11.95,8/22/2019 13:30, Seattle
27in 4K Gaming Monitor,1,389.99,8/12/2019 13:03, Los Angeles
Bose SoundSport Headphones,1,99.99,8/11/2019 12:18, Atlanta
Wired Headphones,2,11.99,8/28/2019 7:54, Atlanta
Apple Airpods Headphones,1,150,8/21/2019 11:24, Los Angeles
AA Batteries (4-pack),2,3.84,8/19/2019 11:08, Boston
Wired Headphones,1,11.99,8/1/2019 10:43, Atlanta
AA Batteries (4-pack),5,3.84,8/19/2019 11:05, Los Angeles
Macbook Pro Laptop,1,1700,8/4/2019 11:09, Atlanta
Apple Airpods Headphones,1,150,8/31/2019 9:56, Boston
USB-C Charging Cable,1,11.95,8/14/2019 12:17, San Francisco
Google Phone,1,600,8/20/2019 7:23, Atlanta
USB-C Charging Cable,1,11.95,8/25/2019 18:37, Austin
Apple Airpods Headphones,1,150,8/14/2019 19:56, San Francisco
AAA Batteries (4-pack),1,2.99,8/7/2019 22:15, San Francisco
AA Batteries (4-pack),1,3.84,8/15/2019 0:26, New York City
34in Ultrawide Monitor,1,379.99,8/5/2019 17:17, Seattle
USB-C Charging Cable,3,11.95,8/15/2019 12:46, Boston
Apple Airpods Headphones,1,150,8/17/2019 22:46, San Francisco
Bose SoundSport Headphones,1,99.99,8/12/2019 20:58, San Francisco
Lightning Charging Cable,1,14.95,8/26/2019 14:12, Portland
AA Batteries (4-pack),1,3.84,8/7/2019 1:20, Los Angeles
34in Ultrawide Monitor,1,379.99,8/17/2019 11:52, San Francisco
Wired Headphones,1,11.99,8/8/2019 12:14, Seattle
USB-C Charging Cable,1,11.95,8/11/2019 10:36, Dallas
USB-C Charging Cable,1,11.95,8/9/2019 8:26, New York City
Bose SoundSport Headphones,1,99.99,8/11/2019 20:29, San Francisco
iPhone,1,700,8/13/2019 15:34, Los Angeles
Apple Airpods Headphones,1,150,8/26/2019 11:43, Atlanta
Apple Airpods Headphones,1,150,8/30/2019 21:43, Boston
27in FHD Monitor,1,149.99,8/18/2019 12:20, New York City
Bose SoundSport Headphones,1,99.99,8/1/2019 18:46, San Francisco
Bose SoundSport Headphones,1,99.99,8/12/2019 13:31, Boston
LG Washing Machine,1,600,8/17/2019 15:26, Dallas
Google Phone,1,600,8/27/2019 12:13, Seattle
USB-C Charging Cable,1,11.95,8/3/2019 23:16, San Francisco
Bose SoundSport Headphones,1,99.99,8/12/2019 14:51, San Francisco
27in FHD Monitor,1,149.99,8/10/2019 18:54, Boston
20in Monitor,1,109.99,8/28/2019 16:14, Seattle
Lightning Charging Cable,2,14.95,8/2/2019 11:32, San Francisco
Lightning Charging Cable,1,14.95,8/6/2019 19:29, Dallas
AAA Batteries (4-pack),1,2.99,8/7/2019 17:08, Seattle
AAA Batteries (4-pack),1,2.99,8/27/2019 15:42, Los Angeles
LG Washing Machine,1,600,8/20/2019 14:25, Portland
Bose SoundSport Headphones,1,99.99,8/2/2019 22:01, Atlanta
Wired Headphones,1,11.99,8/10/2019 0:07, San Francisco
AAA Batteries (4-pack),1,2.99,8/26/2019 20:18, Dallas
Bose SoundSport Headphones,1,99.99,8/26/2019 20:18, Dallas
iPhone,1,700,8/29/2019 12:00, New York City
Wired Headphones,1,11.99,8/29/2019 12:00, New York City
20in Monitor,1,109.99,8/9/2019 23:19, New York City
Macbook Pro Laptop,1,1700,8/1/2019 10:41, Los Angeles
Vareebadd Phone,1,400,8/11/2019 11:53, Dallas
USB-C Charging Cable,2,11.95,8/11/2019 11:53, Dallas
34in Ultrawide Monitor,1,379.99,8/7/2019 15:00, Austin
Lightning Charging Cable,1,14.95,8/7/2019 15:00, Austin
Vareebadd Phone,1,400,8/13/2019 12:25, Los Angeles
Lightning Charging Cable,1,14.95,8/28/2019 10:16, New York City
Wired Headphones,2,11.99,8/14/2019 13:23, San Francisco
Lightning Charging Cable,1,14.95,8/6/2019 12:31, New York City
USB-C Charging Cable,1,11.95,8/31/2019 9:51, Boston
USB-C Charging Cable,1,11.95,8/17/2019 11:30, San Francisco
Lightning Charging Cable,1,14.95,8/9/2019 23:52, Dallas
Wired Headphones,1,11.99,8/31/2019 19:45, Austin
AA Batteries (4-pack),5,3.84,8/2/2019 14:15, Portland
Bose SoundSport Headphones,1,99.99,8/30/2019 12:26, New York City
34in Ultrawide Monitor,1,379.99,8/14/2019 13:01, San Francisco
27in 4K Gaming Monitor,1,389.99,8/7/2019 10:04, San Francisco
34in Ultrawide Monitor,1,379.99,8/18/2019 20:54, San Francisco
Apple Airpods Headphones,1,150,8/15/2019 14:48, Seattle
Vareebadd Phone,1,400,8/28/2019 8:31, Los Angeles
Bose SoundSport Headphones,1,99.99,8/28/2019 8:31, Los Angeles
Google Phone,1,600,8/17/2019 16:05, Los Angeles
Bose SoundSport Headphones,1,99.99,8/23/2019 11:28, San Francisco
AAA Batteries (4-pack),1,2.99,8/5/2019 10:44, San Francisco
AA Batteries (4-pack),1,3.84,8/9/2019 14:35, Seattle
AA Batteries (4-pack),1,3.84,8/8/2019 8:43, New York City
Bose SoundSport Headphones,1,99.99,8/31/2019 18:20, Austin
AA Batteries (4-pack),1,3.84,8/7/2019 15:08, Dallas
Bose SoundSport Headphones,1,99.99,8/30/2019 7:00, New York City
iPhone,1,700,8/12/2019 19:53, San Francisco
Lightning Charging Cable,1,14.95,8/12/2019 19:53, San Francisco
Bose SoundSport Headphones,1,99.99,8/15/2019 11:42, Austin
Flatscreen TV,1,300,8/6/2019 5:11, Los Angeles
Apple Airpods Headphones,1,150,8/14/2019 2:27, San Francisco
Wired Headphones,1,11.99,8/6/2019 7:34, Boston
AA Batteries (4-pack),1,3.84,8/23/2019 1:27, San Francisco
AAA Batteries (4-pack),2,2.99,8/19/2019 12:55, Portland
AAA Batteries (4-pack),1,2.99,8/19/2019 13:38, Los Angeles
Lightning Charging Cable,2,14.95,8/4/2019 18:42, Boston
iPhone,1,700,8/3/2019 18:09, Seattle
Lightning Charging Cable,1,14.95,8/9/2019 9:26, New York City
Apple Airpods Headphones,1,150,8/10/2019 13:00, Atlanta
AA Batteries (4-pack),1,3.84,8/10/2019 13:00, Atlanta
AA Batteries (4-pack),2,3.84,8/21/2019 21:42, San Francisco
AA Batteries (4-pack),1,3.84,8/14/2019 21:57, Boston
34in Ultrawide Monitor,1,379.99,8/23/2019 16:51, San Francisco
Wired Headphones,1,11.99,8/13/2019 7:16, New York City
USB-C Charging Cable,1,11.95,8/13/2019 12:07, Seattle
27in FHD Monitor,1,149.99,8/22/2019 16:22, San Francisco
Wired Headphones,3,11.99,8/15/2019 21:19, Los Angeles
AAA Batteries (4-pack),1,2.99,8/10/2019 13:57, San Francisco
AAA Batteries (4-pack),1,2.99,8/7/2019 21:00, Los Angeles
Lightning Charging Cable,1,14.95,8/23/2019 11:35, Boston
27in FHD Monitor,1,149.99,8/8/2019 8:49, New York City
Apple Airpods Headphones,1,150,8/8/2019 14:24, Seattle
USB-C Charging Cable,1,11.95,8/10/2019 19:03, New York City
USB-C Charging Cable,2,11.95,8/13/2019 20:43, Los Angeles
USB-C Charging Cable,3,11.95,8/29/2019 19:51, Seattle
iPhone,1,700,8/17/2019 11:21, Seattle
Lightning Charging Cable,1,14.95,8/17/2019 11:21, Seattle
Lightning Charging Cable,1,14.95,8/18/2019 23:51, San Francisco
iPhone,1,700,8/25/2019 21:36, Los Angeles
Apple Airpods Headphones,1,150,8/25/2019 21:36, Los Angeles
Wired Headphones,1,11.99,8/31/2019 17:34, Los Angeles
20in Monitor,1,109.99,8/7/2019 21:18, Boston
AAA Batteries (4-pack),1,2.99,8/2/2019 21:55, San Francisco
Wired Headphones,1,11.99,8/31/2019 10:25, San Francisco
Wired Headphones,1,11.99,8/20/2019 18:19, Portland
Lightning Charging Cable,1,14.95,8/7/2019 10:28, Atlanta
27in 4K Gaming Monitor,1,389.99,8/4/2019 0:37, Los Angeles
Google Phone,1,600,8/20/2019 18:27, Los Angeles
Macbook Pro Laptop,1,1700,8/25/2019 21:53, San Francisco
Flatscreen TV,1,300,8/3/2019 12:53, Dallas
Lightning Charging Cable,1,14.95,8/9/2019 10:35, Seattle
USB-C Charging Cable,1,11.95,8/9/2019 16:32, Los Angeles
Bose SoundSport Headphones,1,99.99,8/29/2019 17:15, Portland
Bose SoundSport Headphones,1,99.99,8/13/2019 16:04, Boston
Google Phone,1,600,8/4/2019 10:41, Austin
27in FHD Monitor,1,149.99,8/4/2019 14:44, New York City
AA Batteries (4-pack),1,3.84,8/15/2019 14:09, Los Angeles
27in 4K Gaming Monitor,1,389.99,8/28/2019 19:19, Boston
USB-C Charging Cable,1,11.95,8/8/2019 23:02, Austin
Google Phone,1,600,8/28/2019 7:42, Seattle
LG Washing Machine,1,600,8/2/2019 11:27, Seattle
AA Batteries (4-pack),1,3.84,8/11/2019 11:08, Dallas
AAA Batteries (4-pack),1,2.99,8/18/2019 13:46, San Francisco
USB-C Charging Cable,1,11.95,8/16/2019 19:19, San Francisco
27in FHD Monitor,1,149.99,8/19/2019 5:51, Atlanta
Lightning Charging Cable,1,14.95,8/17/2019 20:42, San Francisco
AAA Batteries (4-pack),2,2.99,8/25/2019 13:25, New York City
AAA Batteries (4-pack),2,2.99,8/6/2019 11:21, Seattle
Macbook Pro Laptop,1,1700,8/9/2019 22:29, Atlanta
USB-C Charging Cable,1,11.95,8/17/2019 15:32, Seattle
Bose SoundSport Headphones,1,99.99,8/12/2019 23:19, San Francisco
AAA Batteries (4-pack),1,2.99,8/22/2019 8:38, San Francisco
AAA Batteries (4-pack),1,2.99,8/8/2019 11:58, Dallas
34in Ultrawide Monitor,1,379.99,8/8/2019 11:58, Dallas
Apple Airpods Headphones,1,150,8/20/2019 19:06, New York City
iPhone,1,700,8/22/2019 11:46, San Francisco
AAA Batteries (4-pack),1,2.99,8/23/2019 12:20, Austin
Wired Headphones,1,11.99,8/15/2019 9:47, Los Angeles
20in Monitor,1,109.99,8/13/2019 20:54, Atlanta
27in 4K Gaming Monitor,1,389.99,8/2/2019 0:54, New York City
ThinkPad Laptop,1,999.99,8/25/2019 18:55, Boston
AAA Batteries (4-pack),1,2.99,8/6/2019 9:06, New York City
USB-C Charging Cable,1,11.95,8/28/2019 14:40, Boston
USB-C Charging Cable,1,11.95,8/26/2019 6:57, San Francisco
Google Phone,1,600,8/30/2019 18:38, Los Angeles
AAA Batteries (4-pack),1,2.99,8/11/2019 22:56, Atlanta
Apple Airpods Headphones,1,150,8/27/2019 15:02, Los Angeles
Lightning Charging Cable,1,14.95,8/11/2019 17:19, New York City
20in Monitor,1,109.99,8/1/2019 21:38, Atlanta
ThinkPad Laptop,1,999.99,8/2/2019 19:36, Seattle
20in Monitor,1,109.99,8/29/2019 9:39, Los Angeles
Lightning Charging Cable,1,14.95,8/11/2019 19:47, Los Angeles
Bose SoundSport Headphones,1,99.99,8/31/2019 9:34, San Francisco
Lightning Charging Cable,1,14.95,8/16/2019 18:15, Los Angeles
AA Batteries (4-pack),3,3.84,8/16/2019 22:20, Seattle
Lightning Charging Cable,1,14.95,8/31/2019 13:29, Atlanta
ThinkPad Laptop,1,999.99,8/26/2019 21:29, Austin
Apple Airpods Headphones,1,150,8/7/2019 20:06, Dallas
iPhone,1,700,8/2/2019 15:58, Dallas
AAA Batteries (4-pack),2,2.99,8/6/2019 11:40, Seattle
USB-C Charging Cable,1,11.95,8/11/2019 22:45, San Francisco
Apple Airpods Headphones,1,150,8/13/2019 2:09, Portland
AAA Batteries (4-pack),1,2.99,8/30/2019 0:41, Dallas
Apple Airpods Headphones,1,150,8/11/2019 15:39, San Francisco
AAA Batteries (4-pack),1,2.99,8/5/2019 12:03, Austin
USB-C Charging Cable,1,11.95,8/1/2019 20:43, New York City
AA Batteries (4-pack),1,3.84,8/20/2019 14:10, New York City
Lightning Charging Cable,1,14.95,8/19/2019 19:38, New York City
Bose SoundSport Headphones,1,99.99,8/15/2019 12:10, Seattle
USB-C Charging Cable,2,11.95,8/9/2019 14:22, San Francisco
Flatscreen TV,1,300,8/17/2019 6:33, Boston
ThinkPad Laptop,1,999.99,8/15/2019 9:54, Los Angeles
Bose SoundSport Headphones,1,99.99,8/24/2019 6:39, New York City
AAA Batteries (4-pack),3,2.99,8/27/2019 16:37, Boston
20in Monitor,1,109.99,8/20/2019 16:11, Atlanta
Macbook Pro Laptop,1,1700,8/15/2019 11:18, Boston
34in Ultrawide Monitor,1,379.99,8/11/2019 8:55, Los Angeles
AAA Batteries (4-pack),1,2.99,8/31/2019 11:03, Atlanta
20in Monitor,1,109.99,8/2/2019 18:52, Dallas
Wired Headphones,1,11.99,8/29/2019 19:19, Los Angeles
Lightning Charging Cable,1,14.95,8/5/2019 16:30, Portland
AA Batteries (4-pack),1,3.84,8/6/2019 10:30, San Francisco
27in 4K Gaming Monitor,1,389.99,8/20/2019 18:43, Los Angeles
Apple Airpods Headphones,1,150,8/30/2019 13:43, Seattle
USB-C Charging Cable,1,11.95,8/23/2019 19:32, New York City
AAA Batteries (4-pack),1,2.99,8/18/2019 14:25, San Francisco
Lightning Charging Cable,1,14.95,8/18/2019 20:54, San Francisco
27in 4K Gaming Monitor,1,389.99,8/8/2019 17:50, San Francisco
USB-C Charging Cable,1,11.95,8/20/2019 21:44, Austin
Apple Airpods Headphones,1,150,8/31/2019 23:01, San Francisco
Apple Airpods Headphones,1,150,8/22/2019 12:35, Austin
27in 4K Gaming Monitor,1,389.99,8/17/2019 17:32, Dallas
ThinkPad Laptop,1,999.99,8/20/2019 17:42, Dallas
Bose SoundSport Headphones,1,99.99,8/27/2019 20:23, San Francisco
USB-C Charging Cable,1,11.95,8/16/2019 18:02, New York City
34in Ultrawide Monitor,1,379.99,8/30/2019 9:56, Austin
27in 4K Gaming Monitor,1,389.99,8/14/2019 14:09, Seattle
AAA Batteries (4-pack),1,2.99,8/3/2019 19:03, New York City
Wired Headphones,1,11.99,8/16/2019 10:32, Los Angeles
USB-C Charging Cable,1,11.95,8/25/2019 18:48, Dallas
Lightning Charging Cable,1,14.95,8/31/2019 21:25, New York City
Apple Airpods Headphones,1,150,8/23/2019 20:01, Seattle
34in Ultrawide Monitor,1,379.99,8/13/2019 16:27, San Francisco
Apple Airpods Headphones,1,150,8/18/2019 21:53, Atlanta
Bose SoundSport Headphones,1,99.99,8/14/2019 11:55, San Francisco
iPhone,1,700,8/9/2019 12:05, Portland
Macbook Pro Laptop,1,1700,8/6/2019 12:44, Dallas
34in Ultrawide Monitor,1,379.99,8/27/2019 13:35, Dallas
AA Batteries (4-pack),1,3.84,8/7/2019 18:30, Seattle
Flatscreen TV,1,300,8/20/2019 22:41, Atlanta
Wired Headphones,2,11.99,8/6/2019 8:50, Boston
ThinkPad Laptop,1,999.99,8/26/2019 6:56, Dallas
Wired Headphones,1,11.99,8/29/2019 16:00, Los Angeles
Wired Headphones,1,11.99,8/29/2019 16:00, Los Angeles
Wired Headphones,1,11.99,8/24/2019 9:40, Boston
USB-C Charging Cable,1,11.95,8/15/2019 13:13, San Francisco
AA Batteries (4-pack),1,3.84,8/27/2019 13:51, Los Angeles
Apple Airpods Headphones,1,150,8/12/2019 11:02, Los Angeles
AA Batteries (4-pack),1,3.84,8/3/2019 10:13, Seattle
AA Batteries (4-pack),1,3.84,8/31/2019 21:44, Los Angeles
AAA Batteries (4-pack),1,2.99,8/6/2019 22:44, San Francisco
Google Phone,1,600,8/6/2019 20:35, Boston
AA Batteries (4-pack),1,3.84,8/15/2019 21:46, Portland
AA Batteries (4-pack),1,3.84,8/17/2019 0:22, Austin
27in 4K Gaming Monitor,1,389.99,8/8/2019 13:04, Los Angeles
Lightning Charging Cable,1,14.95,8/26/2019 15:16, San Francisco
AA Batteries (4-pack),1,3.84,8/13/2019 20:35, Portland
Bose SoundSport Headphones,1,99.99,8/13/2019 10:55, San Francisco
Bose SoundSport Headphones,1,99.99,8/5/2019 0:42, Los Angeles
27in FHD Monitor,1,149.99,8/31/2019 19:42, Seattle
USB-C Charging Cable,1,11.95,8/6/2019 19:10, Austin
34in Ultrawide Monitor,1,379.99,8/1/2019 23:01, San Francisco
AAA Batteries (4-pack),2,2.99,8/9/2019 13:44, New York City
USB-C Charging Cable,1,11.95,8/2/2019 17:08, Dallas
27in FHD Monitor,1,149.99,8/9/2019 14:03, Seattle
Vareebadd Phone,1,400,8/22/2019 12:21, Los Angeles
USB-C Charging Cable,1,11.95,8/22/2019 12:21, Los Angeles
USB-C Charging Cable,1,11.95,8/25/2019 13:03, Portland
Lightning Charging Cable,1,14.95,8/23/2019 15:54, Los Angeles
USB-C Charging Cable,1,11.95,8/16/2019 13:01, Los Angeles
27in FHD Monitor,1,149.99,8/29/2019 20:24, Dallas
ThinkPad Laptop,1,999.99,8/10/2019 15:11, Los Angeles
Google Phone,1,600,8/5/2019 19:28, Los Angeles
Lightning Charging Cable,1,14.95,8/14/2019 16:27, Los Angeles
Wired Headphones,2,11.99,8/14/2019 16:27, Los Angeles
AAA Batteries (4-pack),1,2.99,8/6/2019 10:02, Portland
27in 4K Gaming Monitor,1,389.99,8/29/2019 9:49, Los Angeles
Google Phone,1,600,8/7/2019 16:18, Portland
ThinkPad Laptop,1,999.99,8/14/2019 16:48, Seattle
Lightning Charging Cable,1,14.95,8/28/2019 21:00, New York City
Wired Headphones,1,11.99,8/19/2019 14:49, Seattle
Bose SoundSport Headphones,1,99.99,8/3/2019 12:16, Boston
Lightning Charging Cable,1,14.95,8/17/2019 22:39, New York City
34in Ultrawide Monitor,1,379.99,8/20/2019 12:25, Seattle
AAA Batteries (4-pack),1,2.99,8/19/2019 15:29, New York City
USB-C Charging Cable,1,11.95,8/25/2019 17:06, Dallas
